2017-05-22 23:45:19.081117 , Temp:  ,UV: ,Knob: 
2017-05-23 00:27:49.878232 , 35.895 ,0.0 ,910
2017-05-23 00:27:59.937727 , 36.384 ,0.0 ,910
2017-05-23 00:28:09.997050 , 36.384 ,0.0 ,910
2017-05-23 00:28:20.056629 , 36.384 ,0.0 ,910
2017-05-23 00:28:30.116150 , 35.895 ,0.0 ,910
2017-05-23 00:28:40.175688 , 36.384 ,0.0 ,910
2017-05-23 00:28:50.235046 , 35.407 ,0.0 ,910
2017-05-23 00:29:00.294648 , 35.895 ,0.0 ,910
2017-05-23 00:29:10.354253 , 36.384 ,0.0 ,910
2017-05-23 00:29:20.413519 , 35.895 ,0.0 ,910
2017-05-23 00:29:30.472930 , 36.384 ,0.0 ,910
2017-05-23 00:29:40.532506 , 35.895 ,0.0 ,910
2017-05-23 00:29:50.592037 , 35.407 ,0.0 ,910
2017-05-23 00:30:00.651360 , 35.895 ,0.0 ,910
2017-05-23 00:30:10.710941 , 35.895 ,0.0 ,910
2017-05-23 00:30:20.770297 , 35.895 ,0.0 ,910
2017-05-23 00:30:30.829835 , 36.384 ,0.0 ,910
2017-05-23 00:30:40.889282 , 35.895 ,0.0 ,910
2017-05-23 00:30:50.948779 , 35.407 ,0.0 ,910
2017-05-23 00:31:01.008254 , 36.873 ,0.0 ,910
2017-05-23 00:31:11.067682 , 36.384 ,0.0 ,910
2017-05-23 00:31:21.127018 , 35.895 ,0.0 ,910
2017-05-23 00:31:31.186610 , 35.895 ,0.0 ,910
2017-05-23 00:31:41.246217 , 35.895 ,0.0 ,910
2017-05-23 00:31:51.305448 , 35.407 ,0.0 ,910
2017-05-23 00:32:01.364906 , 35.895 ,0.0 ,910
2017-05-23 00:32:11.424577 , 35.895 ,0.0 ,910
2017-05-23 00:32:21.484022 , 36.384 ,0.0 ,910
2017-05-23 00:32:31.543381 , 35.407 ,0.0 ,910
2017-05-23 00:32:41.602745 , 36.384 ,0.0 ,910
2017-05-23 00:32:51.662431 , 35.895 ,0.0 ,910
2017-05-23 00:33:01.721735 , 35.895 ,0.0 ,910
2017-05-23 00:33:11.781362 , 34.918 ,0.0 ,910
2017-05-23 00:33:21.833571 , 35.895 ,0.0 ,910
2017-05-23 00:33:31.900283 , 35.895 ,0.0 ,910
2017-05-23 00:33:41.959666 , 35.895 ,0.0 ,910
2017-05-23 00:33:52.019228 , 35.895 ,0.0 ,910
2017-05-23 00:34:02.078524 , 35.895 ,0.0 ,910
2017-05-23 00:34:12.138127 , 35.895 ,0.0 ,910
2017-05-23 00:34:22.197547 , 35.895 ,0.0 ,910
2017-05-23 00:34:32.257097 , 35.407 ,0.0 ,910
2017-05-23 00:34:42.316710 , 35.895 ,0.0 ,910
2017-05-23 00:34:52.376011 , 35.895 ,0.0 ,910
2017-05-23 00:35:02.435467 , 35.895 ,0.0 ,910
2017-05-23 00:35:12.495079 , 35.895 ,0.0 ,910
2017-05-23 00:35:22.554537 , 35.895 ,0.0 ,910
2017-05-23 00:35:32.613966 , 35.407 ,0.0 ,910
2017-05-23 00:35:42.673328 , 35.407 ,0.0 ,910
2017-05-23 00:35:52.732934 , 35.895 ,0.0 ,690
2017-05-23 00:36:02.792268 , 35.895 ,0.0 ,690
2017-05-23 00:36:12.851937 , 35.407 ,0.0 ,690
2017-05-23 00:36:22.911237 , 35.895 ,0.0 ,690
2017-05-23 00:36:32.970769 , 35.895 ,0.0 ,690
2017-05-23 00:36:43.030408 , 35.895 ,0.0 ,690
2017-05-23 00:36:53.089784 , 35.895 ,0.0 ,690
2017-05-23 00:37:03.149206 , 35.407 ,0.0 ,690
2017-05-23 00:37:13.208545 , 35.895 ,0.0 ,690
2017-05-23 00:37:23.268257 , 35.407 ,0.0 ,690
2017-05-23 00:37:33.327576 , 35.895 ,0.0 ,690
2017-05-23 00:37:43.386914 , 36.873 ,0.0 ,690
2017-05-23 00:37:53.446546 , 35.895 ,0.0 ,690
2017-05-23 00:38:03.505951 , 35.895 ,0.0 ,690
2017-05-23 00:38:13.565536 , 35.895 ,0.0 ,690
